"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","33725","test_web","tests","Fri Jul 25 18:44:01 CST 2025","passed","Fri Jul 25 18:44:35 CST 2025","","test_selenium","",""
